customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
30b51a249022320376b8f47daa2c872c,e2837404658397f2551f5091878972a6,402,Chennai,TN
afb11f241f85be25b6b5e7466471aa1d,adc567e18774d0ed8f4adef4d9d90422,536,Hyderabad,TG
3885647c18a56fa7f409114ad3c3e722,bfadec52f6bfacc461285e07a6891c3c,181,Indore,MP
db798a92511bec154fb9d2bc92dcf061,75a9c883500fe6573e013c2c814c24e6,346,Chennai,TN
c6c9f26801f3bf3fc68f6748e11d5725,198eab72d30748692c704ea85249a8ab,308,Mumbai,MH
7290d98eeea26825b82c38ae7bb29641,7a521e7e038624e3e6abc54b0198f1de,434,Delhi,DL
6b77c09070fc6e8960c327a2a18d12c2,4ad449deebbe47020c5734c1dacb8028,484,Srinagar,JK
2e5f838ff1914fda2e144e4292eb5cc0,e50a507ca9c92aeb73c80f32817cfa8f,643,Vijayawada,AP
d6c0cc578d95d2a0fe8bf37d95155ae8,02d014c7ef62ee7ae64b01142fbdb410,431,Visakhapatnam,AP
97066e459a780d8500741b2a86ac23a2,84dc9284dbd26906cdaef503fbfc12f4,221,Hyderabad,TG
0c177209e2f65f6900b888027473cf53,74a86d88f64d4e792d9eb3192ba552c9,516,Warangal,TG
0195ea7b2c10eb547769cb62121ff825,f44eab82e5025238154dbdc05abfb03c,150,Gurugram,HR
1999f1b6d9d2edcb2ee569744f9a2c0e,e467cc8086e46c8f60ed6c47ac3a43e0,742,Vadodara,GJ
e38ff90f112cb8ac19d8cded60434ddd,502f1ab4e95fe04900e31528593c2c54,684,Pune,MH
1559ce67d276577f3537c029aeadf811,8bef217707faf58c3d0872661ece3d0a,277,Hyderabad,TG
573d0ac44ac4ac6d6007337fdab2dd57,b5f317ad5f8ef6609bd1e055328e688e,306,Delhi,DL
bb0b2b50094e4cfc254bf3d099c1f6b0,4032d3d54d543c014c46f5f5d03254a3,130,Amritsar,PB
45989f634209abb8836ad756a33b0d84,9f9cfa8b56c70b0d22f112b64e3a4fb8,381,Pune,MH
da8620252e2c9cb52f427c0f5a69fab8,c988778fb3cc3acd80ebb3d6d440bbd6,138,Bengaluru,KA
32108b9a46e5fc10e1c68f81bebdfc38,5db1a753b82963acfe48ac0e5517c38f,807,Hyderabad,TG
2cdde3797ad751031ebcc8b8f7bc8282,d3c95d259f59bc4e92453aad127cb36c,209,Lucknow,UP
a47fbe5c566b34e0a0521aa517c40b9c,a5dd08dd454e4916579dd0f88f9b04b5,601,Delhi,DL
7dd4a925bd990d8088bb5bb308190ced,1534366ef9b65106d90ab20a4503d769,535,Bhubaneswar,OD
830cb09a2883162c67338fad97441913,04cd8b92480697818c4b1b4c43446ca6,286,Nashik,MH
86721c507a8cd4eaad2042cd80b41ce7,9305419deee1db5763f958531d8b5a71,712,Patna,BR
05cb385aec48d7ae0dec34b3887df83e,d2cb43be39465e96b3dc8a20df2e55ec,191,Pune,MH
b9cd4ef1827442f861aa3f1c0fbdedc3,ccb4bf33975d06ac46b54b04ee9c2241,770,Nagpur,MH
4cfb9b72fd5a84acffa8ed8d6eb71039,0c4a9290c544e6d8bcb2109089b4180e,661,Lucknow,UP
79029118dccf598337fb53d6465b94d2,0c56a4f42d64b5458b38595dd7d5af1b,583,Bhopal,MP
84e957469b033adceed01e5b52e2b98f,a2713eb2d41f7172ff8d35380ea90da3,765,Mumbai,MH
b43d0a533dd1d5856677868749689bb2,b0792c32334fef876062e3a932e1aecf,410,Kolkata,WB
7940cc78f6503b87b28ebea6fe24ed6a,eea9deb182e746919584b3089d0f903b,319,Mumbai,MH
2b103f863405de15dda8acdea2ca4420,b5ceed936ef15289bb5e9b88910a49bc,225,Ahmedabad,GJ
b6f479dfbf69a1c24bfc99f256625006,9af1a6e73a8dc18037c9712294ea2471,798,Chennai,TN
1e2a9837b7dc630da4e8e66ab6b896e7,f4b8b94095ec7287efdaf896568a4d8c,409,Delhi,DL
9c7c2ac4a22739b494c230d9be151401,7727eb9410ac804fe08b4a2d0194aeda,727,Delhi,DL
9057a4c91713e24f65c7e0b0b0d668c3,f263c966ccb62a353362d1fe98af6708,357,Lucknow,UP
d25a8dafd2e2e76adf3d919c55220378,91f0ac58116fd2bda0eb2e6913e0a1d7,821,Delhi,DL
ee4fd9a0f2da737579d0e0648b14bf33,b4dbe05b485d8aa4070f726df4c90c78,758,Jodhpur,RJ
baa42f63f91badb880abc8de749f5e1a,e03e787f6a10a7f9dcc088c29424ea5e,339,Lucknow,UP
9cc4cb2e5d35db814227dcb3a039822b,9aa2a76af5ebe86753c472bc3d2a5397,472,Chennai,TN
15672b53ff92e90bc79a760d97a1ab24,b97ed088cb74306ef64b0066cf08288e,701,Lucknow,UP
6525abba00bc8cdef0c3b47f6b03182d,2e4cc8d42eb870f745099b0fdcb6cc3c,278,Mumbai,MH
611fe3eb583443476ad19927172e5a23,29c968af4b380826f730499c87da6d6c,127,Srinagar,JK
59bd625a0caf4cbc6ce2a865e5f40872,e8f6d730c20c068184685182250d94b6,325,Ahmedabad,GJ
1a531c57de1092f1639900af022d11aa,c0a06ed3c43a86f4fe076870ffb24cb0,549,Gurugram,HR
44b80770bb1f098809ef8ee2f8f618a8,e2d386c9d082b7fc4e9a76a6770d103f,211,Mumbai,MH
eb9053d06251590a81550ddc86785ef3,a4108d5723d279350c4c9f32ba0f794e,358,Ahmedabad,GJ
ccb108ab2992d8f478555791381ab146,605e937f11f480c9a7e2894ac96dbf2f,794,Ahmedabad,GJ
d8ee359b06f9d7a0bfa70525aab7b033,80d46420d7823932388bcb6eca836769,165,Mangaluru,KA
ff3f994a8d1c278c40e6e2258e7152c5,a1961a6619954a51bf8307748a967fa5,147,Jaipur,RJ
7553061c142898f0c16501ad97ebd656,beae650b96fce1e3a9fa3c4e5d427f23,425,Pune,MH
a0ae5e5f988f89b124d1ba1672c467b7,d9e7b82c8221f88b3a055085ef6da116,119,Hyderabad,TG
7a085b8d34359d3826e0b4e5f03f08a1,f6fccc7fc8cab338b0993ee96847214f,130,Chennai,TN
5096e5298ab0c9a7afb94669e07d9ac3,0d5cddff341740946048e2f6b48c0c8e,246,Ahmedabad,GJ
ee37fb7d208bfcff442265ed26ab4c0a,0483402068fd9fa4515a487ad8d9a3d1,186,Pune,MH
aaef34696a43ca331c83437330dc2325,128c31641b4cee2f2abb151d65504ebe,714,Mumbai,MH
827e218974fd8827f44f869fe5a34974,89b89c3ba3e2c1aa23cf6c2240f16714,201,Faridabad,HR
b17936fe92c5e7e0b2c9a7993587df72,d9dee1b5d6f33d58b69e3991f54d1707,499,Amritsar,PB
138843b7068821ab8c67ab23703f6260,30dd2530da5216175836a4477140a648,635,Delhi,DL
623afffd7c74d551877a6403e46f90d5,3151df5f67dc3c3e5a7ae774c4c971e6,576,Jaipur,RJ
afb2ceee2cf6d1a73cc48ea20a46d459,7b110c16c753cfe461179e692920ef93,597,Delhi,DL
43f5005c296806eaf5baa9db34749e7f,2e6701ac574a2bbce39c9ef124dfe5ff,376,Coimbatore,TN
3ce227501ac632306d61ca02906db47b,e99630197e63026909f4fe8937acbd85,772,Hyderabad,TG
61cdc98d341ab9ac2fe81ace3417fb5d,c49bc8fd2cc3b1a6929f0767f8b3a9eb,161,Bhopal,MP
3466b32ac74602d8aab230c3b81f7c88,56401abbd34609cc541da6a013f27d10,189,Patna,BR
290e070ac06ebf77e07f899e0783d4db,83bb78f8e9e883b6c7793526cfd87e40,747,Mysuru,KA
d664188207c88176113b466176c8166a,36434357d23c41414177f39e3dce178c,160,Delhi,DL
7bf830045e288d1ad63b9ac18c44cc5c,84dd5836c8c540b270a76f499227c328,252,Madurai,TN
74fcced919f5a46558f531ffa9433d2e,294de6f40cd38350213d903bc5b453b7,239,Bengaluru,KA
1f242530d3947b96c8a87bcd7cd5d224,5ade74c3459ae926f3e04b0ea57e86d9,134,Mumbai,MH
07c8bb80e6bb4339ceb3b7bc70b9a38f,c3620b817638bf74f4eea06b00750396,197,Jaipur,RJ
049d7ca75d1bdc4480f1f249684dc1a3,264f6cac4bfd9414ed7cf4438c315af4,536,Chennai,TN
2d6c595afb77c5b0e1e66a274c5e214d,251cbe2aab0854e8b156be66adffa830,602,Chandigarh,PB
017a071a020a5f16bead2e4323b74c7d,7b5242981f12c1a933df8c59e4ba09cb,172,Noida,UP
9af9f824dc30c81726c295e0517ce683,188257107241391f1c12209f18ffd393,812,Hyderabad,TG
fce82fb79969e9b9997a021ae7eecd9e,d1a3f7b24859b7d9da5516eedc03b881,181,Rajkot,GJ
015e55dc0aabc172081aaddc29c923f2,d47855802f327dec17a0f6f5bfbe3c0c,621,Hyderabad,TG
ffa1e18b4e1b0c1a870c129e5cc747e1,610679812d6451eb2a05150d44f62afa,706,Ahmedabad,GJ
db144e94ec3ed5cc09450d89d3fc736b,38b6c2bf4fd2eb2701410ca488c0526e,497,Bengaluru,KA
c47311f28f4d22273e639672bbe2e627,e2109b553173ea9e6b7936bcb343abe4,476,Mangaluru,KA
776e9ba75b76fbeb60f16effa111d43b,e423df6a0fb5d62866d420dd33db8255,191,Delhi,DL
4eaa44ba0a0cc6dfca976ed59df4d780,28a062c2cd2045cc2528f70e1c0ff668,289,Mumbai,MH
64b9aa2cbc3d34764be8a8c6594a989e,e3f8b6155893dd9a328880cb9f855c8f,743,Pune,MH
cc93656324cd0c375d67e0a653b3a96d,7f70e752bec721f9c4dce815ea633b24,369,Hubli,KA
44b5da78248440f0de0c5602f667fe3c,0e1dbd5d2c00cdf2c419fae4692e6c90,135,Raipur,CG
aa9979eb6de6ecebd6f5704dd48684fe,38f4c1f3ba8576e7f4434496b474311e,653,Agra,UP
6c1f2a361bca490da7209f4e51760888,c40649e6a08a39a406ce24248b7311d7,619,Raipur,CG
c73e8a018159fc2bdc9478ca5caa289f,18291766ea1071c949d5fd4262518b02,159,Raipur,CG
801ef49aaaaa52fd3dce773a82fc99e5,c08d2e74c8bcc3737ba618dde85c871d,148,Ahmedabad,GJ
d461ee5a68dec2ecd9fc7dc8e6179e36,7d25bee9d78b1f277aa73aef7745cfb4,196,Hyderabad,TG
3f759a350d75d58a1969b480afe21d3c,2128265c6365e2f47e3cf05bbc3554a2,147,Mysuru,KA
cbffa74298b240e6de73f2c0d477ef30,06c924041062351a080f765a868f763e,569,Coimbatore,TN
be77a9b9edd96927e0b9eb7119171d03,5e35383a9ae9fd60ba55ce9bb66e1720,208,Chennai,TN
8a8e33a68c22942e196f6f3c454c9430,9aa887c0037014d922e8f0d57817cb31,562,Delhi,DL
c2eff32e9d65d61398d9f18dec4724de,2dcd68e167422a213b58621b7e78c6b9,241,Agra,UP
2538304db7efadc7c0fe278b0cb32541,af6aaac2c01578206f20696afeb10a69,834,Hyderabad,TG
c6adca0fac9383c85471dd05caf9126c,515801b92d5af8832a9ecb9930e88914,650,Mangaluru,KA
b2fec408be7f88c6df2a65fd24a1b052,337116fabf22488e65892aab2f07ec7a,389,Bengaluru,KA
7cb14850ec2d8d90956c82807d3ab161,ec0c0d3f49541dabbd0cd5499af21938,429,Delhi,DL
b356aa5db8850b30457b31406409ec95,5a736a8d2e0c4c5b1156f7e41b2cdfa8,158,Chandigarh,PB
dddd00bc827236c07f2d3784e6a0cbc0,867f995f38dc1c092eb64e57c4bca41d,150,Delhi,DL
81418e9787c8355b44a2755a614bca84,2a101d3852da964800920ba7db2b3a1b,510,Bengaluru,KA
02aec24e86fe86c3590a692fea8df30d,2eaf79293a7d1d0a9916c4ea2d18c5fc,126,Kanpur,UP
c48dbb7d1846671236a80b312c225060,e8cc534caaafac74bbc8194dd4839f88,585,Guwahati,AS
9f741101526f3539c642768b31cde85f,2d241a8d81724141812418a584caf701,394,Bengaluru,KA
08d077e5ab3300189de03fb89ad68d97,a096f6a4d0752fc071268d0d1de047b9,214,Hyderabad,TG
fb33eda4902ff7ab644e670d3d0fb6ca,43fbccbc1c6ef8f82e8160ce31f26605,509,Gurugram,HR
de29d454d8ab88a69288404b48407965,f7e5ec1475ca1323e583eb9432e04eb6,521,Kozhikode,KL
8b7535b3c57457efc975c2e01ee5f0b9,635e75a8b5b47f54c6226b339a6f5310,665,Ahmedabad,GJ
839bdd893d1e1687418032f7fa25f434,83c9be5fa8970b4d7628bf4dce9d7416,257,Delhi,DL
7b9a3ef4873923a60ba2ba9d0fff7a97,d6ff8c4aaf546dd682c4a73df7b07ee0,517,Mumbai,MH
0784fecffdb6eeae8dbe4618e9caf7c7,61572316ca370ba338209c1b7480b662,739,Bengaluru,KA
91428eba1bb140ea07adbcef6d5ff5f2,0b4e29f43b5fcfc4755b7d8345e6afa1,311,Delhi,DL
bd46f30a4ad653a1e0ea35ef0ee548f7,48bf0ea9bb54bfca5599c8970bd3ca82,732,Kochi,KL
08fa9e8c74fa52e9c1b464e1a155ab00,c20c6313771756f5a6c7ee90f0a53f4a,648,Delhi,DL
368a8ee2f4e53aa30993df92d62bb02d,f0fe852208ddab9a67fb4ec80389dcce,430,Ahmedabad,GJ
4f932eebecbe914b0b62f66a1cf9284c,887acae25bd9d4e433d27d9f8e185ef2,767,Visakhapatnam,AP
0d773af85162ae7b94a9301d3720c802,a8fbfa1269701f65db5cdc7b062008b3,830,Lucknow,UP
278fecfa44275d3c070a4ec595787407,977a954ccc5b4a4a3a6d3de7e8b83da6,286,Bengaluru,KA
f54694e593018ba6ace78839cb59a8e3,f6f492a28374292ff1ff15808f39e46b,839,Noida,UP
c2c33d4cde136fff34247a99dc9fd472,84a5d99e30a894eb48d84847708e97cf,111,Vadodara,GJ
78dcfa0e999b98424f87ec0e50ff64da,208437a2e7061b7fab6237f3c0a79725,206,Ludhiana,PB
23f0a419e4f4f71ca07bde1fd2b967f9,13b5a6add4c90866d97198ae2d778023,142,Delhi,DL
749c76f86196ffb6a827e112bbdc0181,c4dc7dbcfc068b112e4e4e59492111e8,383,Delhi,DL
f7f9caf2f016be18528428cb247da804,2c91f8a1f473ce7d5dc7bd54be2de216,808,Jodhpur,RJ
462fcfcd4b76668ba4314de35a1bf269,c44c731cc29777b750733046118ffd12,557,Kolkata,WB
33070bc93cdcb8d72ae72c53c5216ea4,8b842f70c6186b658a0e3bf52d52f43a,569,Hyderabad,TG
3c31fd754bc2906ed967bbcc4399db39,99a07e44d235252af40d2e304fae9688,173,Ahmedabad,GJ
7c58a11e2bf3fc7a1e9b57d238feb929,63fd103918943db8c6a248d16977b87c,494,Coimbatore,TN
cf8718578357c1aa6215137a7c0f119b,aa434c3d141c20d28ea563f79aded9ea,395,Rajkot,GJ
8a362c8751d660cfcfd910e0b2591473,1fac87ebbd6ba3ce036301bd19a3dcf4,467,Hyderabad,TG
0d367e6ea0825547220b99719a011ed6,6118e5562a4dd5edd3214305d4d21fd5,304,Jodhpur,RJ
33536c804a2fe5b096bd1c6b4be4eab4,0fbd845559f8e94a9a8ae3acb406a12c,260,Mumbai,MH
f2e161b6eb8c3087444e3bef6e2240e0,216a6afec76a1dba1999e9043e9774d8,819,Jaipur,RJ
021c8e281b05503ae6926df4df49d566,9ed19f1b1139b8d271a017d0b570c4a4,526,Indore,MP
cafd754fd7e5d5cb705f269ac5b90922,c335b599733d72d4b80eb7d9fdd708b5,416,Delhi,DL
b3127f178443e0cec0e5cdc32dae435a,082ec02bc66a55aaae2d9233f66fec0b,164,Delhi,DL
83bdc9dcaa0221207b0379de03244314,81a5da269ea8e175dca7b6f68e23aa08,678,Kolkata,WB
6e83d5a2e8bad0d746828a9e305953c7,c9e3fc123f90a5177c0ec530ec477f8a,462,Warangal,TG
a42f0458de13bd495e21144495e9c91d,c9e545d20196270c5ef8eecd9dcfc8e9,398,Kanpur,UP
651eff465ec14a3f5e12b7c1915b8636,27f05014838b49738b9e8ed0ac0331b3,606,Mangaluru,KA
d4417c2a0289a9bbc18bb0896d242f37,6926642fb3e7d52572ce1c729700fcd8,208,Noida,UP
1f7ab5b4933b523741b31bc96db94208,9554d9f2ea97627a0b0492874cf00b8f,507,Pune,MH
b6001397e9cbcb984f1e725fb3f660b0,978c797d280f03a69e2114469bc5368a,753,Gurugram,HR
5f983561c0264ba7addb3a39dcb68f91,b8f7e79cff072d90634a93f9b41499be,455,Mumbai,MH
134e9ac116b050f78e173c5c21640579,6332f6bb62e874ce7f1816872de6604e,110,Delhi,DL
7888f179fce731dce7686af6cde760a5,858728892f6c0becb8aa17e106f9985a,281,Chandigarh,PB
524178d20ea38b1594e45fc216f561cf,5a99ac7b8421b7458e5d1e0376e7b94f,151,Gurugram,HR
fdd603b7ca7c9a952ed54ae625754da7,1257dc193ca6c75bf7e0be0d3b5d2251,482,Bengaluru,KA
55feacd89d62232e24c156aace59ff6f,78b5e3b6f70200d8803b31e3bab3a78f,381,Surat,GJ
b37e49de60da6de1c6730fd8a87f2637,00a6de8b959bb7f76c623c8ed21c7e15,208,Kanpur,UP
0a9f077e952f08001750c9fa4817ec41,1e6d98efffcd2d9d6db7a9aa600c9518,621,Guwahati,AS
bdc4da9ffa94cf7cfb7795e720473fd2,e63f3e78fb32777585b491d024ecfa61,241,Kanpur,UP
b4e5e4c663b6aea4ffca8f1e56be47eb,8ed2d357cc4347ae86f2fb03a678d5be,364,Kolkata,WB
04970810dfde9f7465eb216169770c64,c75fe301a1b4f33ce11f5a7f514b9731,845,Chennai,TN
31f52bfa67393e3b5627789467f1d237,03550c092409656bf80209b535e1f23d,159,Kolkata,WB
c3355be9bdb271bc3127336a5d6a9214,cc7c2a461e3b37aded7897f24ad58784,294,Bhopal,MP
3af116273d7a223e659602681f08cae2,bc05188f0ec4b4d3e6b1e71002a534fb,346,Guwahati,AS
