return_id,order_id,product_id,return_reason,return_requested_date,return_resolved_date,return_status,resolution_type
788a2588e0cdfc1837c376e5336ceca2,0dedc8278037e9e4f4a43651475f138b,4568f664554b618126a6f44610af6c30,Size issue,2024-06-14 08:15:43.388165,2024-06-18 00:14:52.109527,approved,Replacement
abbb5c6ba7ecace9b1435acc44576983,7244e8aad4d38bac4c5b3624fc5f83fa,1f6363ff07662f2e88c6b1ef531dd556,Size issue,2024-10-28 04:21:49.317167,2024-11-04 00:15:33.611598,rejected,None
fb48bfb8cdfddb8b1ef11c12b3ed8db4,beb4acfbc8d3c2db9e3e1c09700bafac,16da3ce950133a209e8049d84ff3d0da,Defective,2024-11-27 17:45:29.625546,,pending,Store credit
9a48b76efc854e93ab7583752b871335,4a4962a9e07435a2a343970d23771cca,53820b02efa72b75df3dd63344645369,Wrong item,2023-06-02 01:15:50.502646,2023-06-05 09:08:28.315242,rejected,None
9168ee2109dc1e59b18e5ef1db2ff216,76cb22646a2447fc73c653e2def65f2c,62cc628d0b8b4cc4d1d3683c6698b625,Wrong item,2024-04-16 16:40:17.739146,2024-04-21 15:17:56.639563,approved,Refund
796b50ee9c608c8d0d109df0f3add8da,0ddd370c3703272f86d8e383e6c1d4b6,e57fc33ba9b5a461d9f3de0af6ea9355,Late delivery,2024-11-20 21:34:54.229819,2024-11-23 23:19:21.964044,approved,Refund
850882bcef4b12c89d1e1cddaeadd407,26fce3a0bb760f22ff11e89d20faee82,e8d2d4e7eda6cd215ce176badc685246,Size issue,2024-03-16 22:03:56.228574,2024-03-23 17:04:58.370604,approved,Refund
4c06ddc521e82c9d9331e2096eb3789c,c9a247da1232682dd98e816af29c9798,04dce78e9809177988e8986e773beea5,Changed mind,2025-01-01 07:22:22.145154,2025-01-05 02:23:30.801459,approved,Refund
69aa5c88485fc4c66f8c5739e7ebc41d,eda30a6728d1141950d96482b923307b,8c281fcc88f5a1f1547816bc867fce5a,Size issue,2023-03-14 21:13:13.981682,2023-03-21 13:21:26.832081,approved,Replacement
6c69bfee6c3ac8f525ae5de7ef939db5,6e9b621ce7f324285de7ec96fdd7ec1a,0ba121ba370f0ef6324a1793c01e461b,Defective,2023-12-09 09:08:11.034017,2023-12-13 01:52:17.032538,approved,Replacement
d286f80d3d0ec9deb5b871f7e6103cc1,d5d7a2ee69e276f982a7da1104d14086,cd7eaddb5e9958edb7d7f90d9cad69f3,Size issue,2023-05-08 23:14:23.300226,2023-05-12 12:42:07.810958,approved,Store credit
1747c40812a013e86faf07abf7edd6b2,31a6002f3ea16b548efcf900402664e8,468f88f8dcf07fe137c1cf31a78a5383,Size issue,2024-11-04 00:23:38.380308,2024-11-09 21:58:44.432177,approved,Refund
e6bdedba80adccf5e90ca1b437be1733,430d6df5758956f90b44697145d6f9bb,1dd48782f56ad353671dac00c6995b33,Wrong item,2024-05-06 23:18:27.586326,2024-05-10 05:36:46.628334,approved,Replacement
5f7f32e8eba61a21d291d607960aa7fd,a4bcdda1e351854c70e36a5c4d223f50,a0a7b3d7c0408bbf9fb8a2aa4fd7cf0c,Size issue,2023-06-06 08:49:43.244111,2023-06-12 23:32:31.150029,approved,Replacement
9ccaa91516774f3168cb6cd3a1f38638,c5b1934c1edc8f1a96cbb7ae41e2ee10,d2bb078687cc733a7fd4be08e7afc543,Changed mind,2023-10-30 22:02:45.235381,2023-11-03 03:44:15.593344,approved,Refund
ebfa8c0a40d93f60f85587143f8c5dd8,9e5b20d037f2b610476d429f8c52be86,6c5d322ccdee74d6e9b4abfef504cd84,Changed mind,2024-07-20 10:22:07.942111,2024-07-24 23:21:09.346282,approved,Refund
3ae4ef1892292583a4cc5dc6eb89715b,aa969b2b0c7c8be2a036c6468cc3884c,a7bced08f8f5b9b55828e1710f186eff,Changed mind,2023-05-13 11:44:18.085474,2023-05-19 15:56:00.671556,approved,Store credit
5ccfb35ca236b8f0188589f49fb0bd37,aa969b2b0c7c8be2a036c6468cc3884c,3538606ac85c2b570554f9ea92d5f3be,Size issue,2023-05-10 06:18:41.104827,2023-05-16 10:01:41.700888,approved,Refund
6d067cc6cdfa9653a08772719fd55862,28a413c34370526f014a3299f61b23bd,daec1de499ac505e9ae24f01bff6ec0f,Wrong item,2023-06-08 23:07:27.353114,2023-06-12 09:24:36.377894,approved,Refund
ed2e4913876bf43c2af1d8c096f5cddc,ea5bfe1f948316cb2cfab0e7007ae7e7,f7286ba0093bf3ab567d7b2a3482f8d2,Size issue,2023-11-26 00:33:27.912284,2023-12-02 09:18:25.414075,approved,Refund
de9e5279cd96bd5045ac16a05e7844fb,ce7fe84ac626b45c8190ac2b1826de0a,8aa65a0c147163c8e3d05150adaf08a4,Late delivery,2024-10-29 20:46:17.026868,2024-11-02 01:07:58.718923,approved,Refund
ec140c874302d9e11f80107ab5a3f92c,9d9a76513e1985624c20ecdc1fbafa9e,a350893e70900888d6b110a3a7f8941d,Changed mind,2023-12-01 04:23:13.895779,2023-12-05 15:02:18.817638,approved,Refund
182395418d7b8a039f831f91872ba87d,6063ada8188ff1187ed75ba3d4c9d8cc,4568f664554b618126a6f44610af6c30,Size issue,2024-11-07 08:26:33.680899,2024-11-12 20:28:56.420748,rejected,None
5c5ce9a59af4183a764e8c44a20b2247,09b99e3c2be3b6fc11e634e5fd2024b2,bf0b88441d84bd971a9a9242b36d1d7b,Changed mind,2023-12-06 11:42:51.165129,2023-12-11 03:08:44.464738,approved,Replacement
58457d0123d6b483c0e5556912acced6,09b99e3c2be3b6fc11e634e5fd2024b2,4ef0e8ccb8a9677a6e8ac8d95bb57520,Wrong item,2023-12-10 02:07:57.351647,2023-12-13 16:18:51.211779,approved,Refund
3aca78d5e92a8270af0859f587564f76,467138dd8b3c557e1ef0b10d62afd1dc,87e1caae9418d8dc23bb8410fb2269c6,Defective,2023-11-30 05:58:54.159977,2023-12-06 22:58:13.159893,approved,Store credit
7272f3aafdb2256ecc522a8e6c78dffa,f7ce19f92f001306158cdef8b1c44647,7b9d0cf77a1b9367c714d17b6f70f8c7,Late delivery,2025-01-13 19:03:20.893277,2025-01-17 11:16:43.957979,approved,Refund
e470bb3575c4c15a410076b00f6367ef,4c733ccacf6c866784defb54c305bbb7,a049a985dd4936fd35c355729b545699,Defective,2024-07-13 11:24:18.730360,2024-07-17 21:17:44.627851,approved,Replacement
86254ab6acc088a2e1ac6065875dd17e,af6646b333f2d0959835050d161094da,bbc155f4dfa073427bc553125b36042a,Defective,2024-12-23 09:52:56.829775,2024-12-27 02:02:19.331664,rejected,None
e86d8efbc4a52ffcf1bdcef79d1d6b6a,518c728bac3ad0d7af77db684dd9220c,85cee241c205224fbe3d3a42562ce20e,Changed mind,2024-11-08 22:05:16.625576,2024-11-11 23:23:23.224130,approved,Replacement
acfeaa37fb191f975db8f2269901e9e5,45423ecda909a604788ad3feb0b530c3,ace2e4897e5c43ccc0f7f931135d96f5,Changed mind,2024-06-12 19:47:17.073245,2024-06-18 19:24:08.722680,approved,Refund
941d3a80573a26e1c859312a7780f9e2,0f104d6fa10ceef0cb0aa1a7db85094c,1765e3d19e39be5d97d3d994e20b1336,Wrong item,2024-06-17 07:03:47.088990,2024-06-22 15:30:58.469597,approved,Refund
9798377241e6d867679a17c4d1ea04e5,cc44cd2067fa0eed53a1a2e1e3d31a9d,6523e2caba6a3be351e4de43cedfe071,Defective,2023-04-20 16:37:33.210421,2023-04-27 11:06:17.540274,approved,Refund
c87d2f23d6e96a6372096f801db38316,22089c1557744a7cc7427c81ce6a4071,e0b7e7c7804ed8c80d1a00b1a989fb17,Defective,2023-10-05 19:26:47.618270,2023-10-08 21:29:10.439834,approved,Refund
4a144e775cf74a1770633f75944f8916,f13256625602f388bd9dbcc5bcd139bd,715139a320f8a302f37bbe7308fcf54c,Defective,2024-08-09 20:44:56.038473,2024-08-16 03:15:24.353312,approved,Replacement
0c8514fef2a2373e74ba074cf1a28691,f13256625602f388bd9dbcc5bcd139bd,b73edd3c01fd245e6563e60b6915a256,Damaged,2024-08-08 04:44:08.892477,,pending,Refund
1e60018c64b3f67fff22e1a5d632a831,d813808210075f5e87674287351994f5,9747f48b86f74394505c0d5108e06e05,Size issue,2024-10-08 22:45:42.613110,2024-10-15 22:06:08.521134,rejected,None
188834ccdb26cb7c1d876432a79ca5a7,04b280fcbd5063f4186bc45b3845f43e,c3b6590b90e2d74a1074823334eaca74,Size issue,2024-09-17 07:39:31.576534,2024-09-21 20:30:32.652725,approved,Replacement
fd6c995d9b91a0497920034a58321414,c3ebc9d29ff2fd10e3d40e549fbdc75f,ea66d9718c5e564dbb34754ef5c5b8ec,Wrong item,2024-12-07 20:25:41.141570,2024-12-13 11:38:33.127006,approved,Refund
6cc9468da4c04c23d918512e5636e123,c0606aea79c1d8b349b887ef46ed23d3,3a988f3411b59cd488da73d86bedec94,Defective,2024-11-02 05:23:13.503109,2024-11-05 12:11:01.097831,approved,Refund
e57f707526dc29470ce93ab9537c7bcb,8e53bcc1886da714480be339104b328d,b360ff96733d76e00f7d6574a9c16a38,Size issue,2024-10-09 20:27:45.330905,2024-10-16 04:57:39.608215,rejected,None
fd648632b54a747f7f8525ba2cd7223b,73f55a88100e6aa193b788c46d000b88,25e1115595ab0088dd362445594bfbca,Defective,2024-11-20 18:58:06.891231,2024-11-26 01:53:36.587651,approved,Refund
1481e33c3ecdd35ffc493355eb0598a5,1f5308c88c307d5c60f7d3adc0fb248a,d339ddc8f8641c23f9869453f2730873,Changed mind,2023-09-01 10:25:22.833877,2023-09-08 04:39:19.968734,rejected,None
798873758e8c3deb7335326af7d90871,04b3b3d2c0e1ac22ed2efb88a1cddcca,4abcbdc531ba42d3a108b7a83ddd1206,Damaged,2023-04-17 14:53:28.080186,2023-04-21 13:05:16.449095,approved,Store credit
83c07b1180d43e56c16b17b8f56fb55a,135bbd484e6352c2f5dc3a11797f8864,98f8b6a4e8402b2f94ff78c7225cd242,Wrong item,2023-11-11 09:34:16.625776,2023-11-14 14:06:42.429170,approved,Replacement
c86f3be64566943a1abd4b69b976a6ef,6269c0b7f1fe712228b3aa9d51329472,8c89d74c869b1eab035c1e50dc32872c,Changed mind,2023-05-28 11:10:51.246544,2023-06-04 03:20:08.837424,approved,Refund
816677f117a12989f32ec927c5aa0875,d534b60975c7bca7e76d632e12c62b3a,abac0d0523a7b758afa71d2814244f87,Wrong item,2024-01-02 12:50:33.480161,2024-01-09 09:40:19.186880,approved,Store credit
96c153f29a0bacb49ada3c052145cdc9,e1b7fa8ed6ac1be96ecb6b48ea83aa84,0c0e451e175c2f59eb314274fad4bb82,Changed mind,2024-01-07 15:47:58.247504,2024-01-14 07:31:25.866193,rejected,None
e584cafbe16fa357650c72bd05596b55,e1b7fa8ed6ac1be96ecb6b48ea83aa84,574976a2e92a7008550ce932c84e7898,Defective,2024-01-06 05:30:57.455288,2024-01-11 00:50:51.100392,approved,Refund
304bf05ad9ea97e19c5ead615e927693,9b8e4a96d0bfb8bf5f59955cf2af006a,1f8514b9cc36249f17cdef34b2d4aa24,Size issue,2023-02-13 08:30:10.274589,2023-02-17 11:32:07.405069,approved,Store credit
76058642827e1a70c8a4b293c891acb9,3acb5a0147515324461dbe7edd8e0e1f,c7d1e8a38542311947cbf9005ddb981a,Damaged,2023-07-31 12:10:03.179867,2023-08-03 17:52:20.288542,approved,Store credit
86b0b3a20e07145ad1d1f102883d5095,e21727a1bb5c39bcb1b8afc97ace8fb4,f5cbf80506dbe39fb65f177124c76f43,Damaged,2023-11-25 22:01:06.518587,2023-11-30 15:45:17.034972,rejected,None
aeda6506a03ec9e7dbefb9319d81aa30,1f2210a636c5a10c880a6266454819ec,c5683354a10ca96aa641dce33c1b3074,Late delivery,2023-04-08 20:30:22.379274,2023-04-14 07:48:18.596514,approved,Refund
bd4ccc6570b95b0536fc9a067914a1d1,623f89fcc6b5069f5e41bd61e3988ed8,e0752ecd85232260d0f565ebfe6aa659,Defective,2024-11-28 19:38:56.498818,2024-12-03 20:32:14.890559,approved,Replacement
3615dbaa96c05a876bffddd263d2a26c,ec2ab75b8d34daf20da99c87c3d15a1f,cef44f664112110dde51b7119bdf8501,Size issue,2023-10-03 02:20:58.233914,2023-10-08 10:31:10.367735,approved,Refund
ce098eb8638e553fbe1063bd40f3f81d,6b9c83ec4249e10c3a4b773b8a86dcd8,9d6de31dc0f7672812ff6388bc4aa51c,Size issue,2024-07-25 03:52:20.370311,2024-07-28 12:42:54.419515,approved,Refund
57ef4f24b81758f0c8de5cfe6f88dff0,f565898700108931b77650fc9929a012,f5f3afe0d32691d69dc10df475ffae0e,Wrong item,2023-11-25 04:11:45.469893,2023-11-29 20:11:34.473402,approved,Store credit
bd250bc7be3a62cf151e0d6e088d5315,f4aa2289f6c8f2552f07b2f9b04c8d75,ed6a2d306ff3debacc592ae15df925f7,Changed mind,2024-11-05 22:37:38.694763,2024-11-12 15:09:08.220121,approved,Replacement
42502d8cc11d680ab238b7f9612dec87,d516f9ef8481634f8236295a3cf6d3b9,d078eb680f4e679a6cddd90d665f4646,Wrong item,2023-08-26 10:42:31.146232,2023-09-01 12:42:47.510762,approved,Refund
6c6f4961f067829568c276bc8fdad644,51571172043950c864c8a4ebd37b47ac,0f7974cfc7fde7873338736496d26ee9,Size issue,2024-09-26 16:50:05.719169,2024-10-02 00:04:49.018645,approved,Store credit
d67aa437f31c6003c1cd1274c2dff9e9,bd3f3c0921473604cf9fe1beb0a33430,f933d1d92a568a167b249d739fe1e42f,Wrong item,2023-11-20 14:43:36.436821,2023-11-27 12:13:08.337701,approved,Refund
fe276adc659d34d2bd4a6c31ac884f52,bd3f3c0921473604cf9fe1beb0a33430,6b34c0d49a4754bb2a38f9c4bfdcefb5,Size issue,2023-11-22 23:13:23.775121,2023-11-29 07:23:04.933084,rejected,None
4f4b2d184d10a234a9b02a5d6361ad5b,b2038eaa609fbd6710ac3a691f39b6f2,89b4c8aa553f61c282330708b134e731,Changed mind,2023-11-24 20:12:40.022214,2023-11-29 03:27:32.102519,approved,Refund
9a55f047d8883e3ddce38cc9ee9c0574,9ed34d7cf16df667034816a256e13472,67fe2e9eace2461a6444203da7f25c93,Defective,2024-05-24 22:57:39.990326,2024-05-30 12:32:18.630689,approved,Replacement
9400cca162d9512bd09b7ea557c5b139,1c1897da083c8b47676fd3bd4d995bd6,7275f6c6f893e6cb5d7c16480a024703,Changed mind,2023-11-12 10:10:09.592145,2023-11-17 11:08:48.915334,approved,Refund
9f2b002276a501fbd64444e38dc1b0f8,74960ba4571aeaf69cf6435d3d4452be,b6d58e8ab00329f688d22b57462554b8,Defective,2024-10-28 06:11:23.985833,2024-11-02 14:30:53.511959,approved,Replacement
ec407ea63330d463801c5d9313c24e41,5968cae42f307db20df7a1aea62faefa,310c5fdf94e6f7d498c057b61bd4c59d,Damaged,2023-11-28 02:04:51.251103,2023-12-04 01:16:09.936807,approved,Refund
d862369cdad6077f680eb83a3c86c228,e955d2e9a5dadf36dfa7e24dd178de16,ec358c478405f41f2cb2a2b70e3ec974,Changed mind,2023-11-16 04:48:19.321873,2023-11-21 07:42:55.379479,approved,Refund
d3ec9f3f917e997395d9b09efcb6ef2a,ba38ec430ef8ba34550126c206f82862,b5b9cf667add66234364552c7e3f1895,Defective,2024-06-14 20:06:44.865671,2024-06-21 19:27:29.043052,approved,Refund
9c94b1feb71c035466234b2fe972a8cd,b4342c05ca79da38ce8212c1dc617f29,a57ba261f696d747693fe5d8334f76d8,Defective,2024-11-24 18:49:51.792387,2024-11-29 05:38:39.352778,approved,Replacement
b9406d012f420936a3b38ec6d13cddc1,d9408076d37dc13286f960ae7ae0f199,754c3f23a1f220a7c873072911eaa686,Late delivery,2024-11-21 15:12:27.942160,2024-11-26 06:59:45.622767,approved,Replacement
fbc3390944356ca162d0d6121d1914ab,a147428c5c14167ab29dfbd81d5c71be,cd7eaddb5e9958edb7d7f90d9cad69f3,Size issue,2024-09-19 11:09:41.996449,2024-09-24 12:37:20.790772,approved,Replacement
2b71943667a279507cd5ae3cbb8413bd,85b25f8541501f6a0e13ac6aaccac588,893feb32664f121ad68a1fefaee28112,Wrong item,2024-11-18 04:49:14.975249,2024-11-24 14:32:57.979926,approved,Replacement
24edd4696916ece53d783211ba646eed,85b25f8541501f6a0e13ac6aaccac588,4568f664554b618126a6f44610af6c30,Size issue,2024-11-20 09:46:28.027330,2024-11-26 21:06:37.193773,approved,Replacement
21be0b7b53ab1d51df07920320f3d4ff,743b3354b18deea922be4e0cf693c457,8ca8a8e57189a3fe531696103ee63cef,Defective,2024-03-17 04:12:26.610959,2024-03-20 12:32:21.733314,approved,Refund
bb36f7e9bd5a609a4b898c38886894b6,718dabc206260dcd45b3e89d0290291b,0a623b14c216d926748533af3178a325,Late delivery,2024-05-14 14:39:57.232879,2024-05-20 13:26:33.978816,approved,Refund
8569c055767b598d36a3cb8b87cf16d4,8cc33cc5f3139596f2aa12469853f4c4,054f189b5d21cf94717be9ccce883a94,Late delivery,2024-10-27 05:24:32.039774,2024-10-31 16:28:58.176689,rejected,None
d83dae46393d5559c93cce75a25c9d75,d796bf5443826ccc8ac283947af118d3,a0a7b3d7c0408bbf9fb8a2aa4fd7cf0c,Size issue,2023-12-26 02:53:52.402535,2023-12-29 09:30:10.017703,rejected,None
7804ff32216247f97154fa52ca61b06c,f1743814341c5b6f03632ad1b75ea8b3,4c48871c519958e5cdb3e80639e84791,Size issue,2024-12-26 01:16:00.889597,2024-12-30 11:48:48.384182,rejected,None
9e2223c651ac37144e1cbfe39804e2c5,88a0483619838296c2384f5a24222db8,d38cb7ba22b0ea04ab53d3290ad3dff8,Size issue,2023-03-08 19:24:24.379773,2023-03-13 20:02:36.398017,approved,Store credit
8f41e3f7e92a99ce013a0def89892fc0,f26705712a316fbc73c52455a3f84a14,af93aad9306f13947008e3e3c4ad767f,Defective,2023-11-30 08:13:06.032398,2023-12-06 06:03:28.529229,approved,Store credit
d2f3b99a161f03dba89b20b76914e655,4899ec66c6b73b7ffee82645218a13e3,e35f3105ddaab5056815e0cd23b9a125,Changed mind,2024-04-08 23:29:05.467554,2024-04-12 20:51:10.681799,approved,Replacement
f6449dcef1c6e89a1128b1acdbdb5501,4899ec66c6b73b7ffee82645218a13e3,0e70aa7427b26d78af1a79483652aded,Size issue,2024-04-14 23:56:33.343255,2024-04-21 05:08:18.253448,approved,Refund
7130b8886c6e68461c65a6f725eeaa41,082b1249c0d78770033dfe4d84e6ccf2,f239ff71f29cdc3c2f7f9f127daba465,Size issue,2023-05-19 23:11:04.851654,2023-05-25 07:51:11.096571,approved,Replacement
1274bd7421bc6373bd903b2b0103cb32,33b5c0e1549331a4a7877dc6d49289d8,397088de7b9d7768ffbfd71a79d58894,Defective,2024-01-24 11:08:06.650892,2024-01-29 14:06:19.120078,approved,Refund
0d90c32f66f2c30dfb8005f85b29fc7e,9a4fa7fafb52ca9a0ab5bacd0c3dcbb3,f515bac8ff30a1f80a0b45ad0f77f085,Late delivery,2023-05-08 20:26:47.751550,2023-05-13 06:17:20.370359,approved,Replacement
32bf6673798bab6e3ffe3c94f2d4ed30,bd226ac6540c6eddd97d87c98e7ca595,c42561359fc1909f6ead92563b9231fd,Size issue,2024-11-18 04:40:06.147689,2024-11-22 23:34:48.219110,approved,Refund
2a8c5a923faa49230b1fefba6059457a,b7e1546af775cf44f0dff6fde13b14ab,6be14561f72357fa4214e68f27ea7348,Changed mind,2023-06-28 08:02:51.357899,2023-07-03 04:00:25.306179,approved,Replacement
b45319ef1907bfefa6c1ce68c24a6c78,7b6276454305881a29840b65c44d9519,e5a83b955fca9ee9961396f9761cea9e,Size issue,2024-03-15 08:54:29.154192,2024-03-18 13:42:08.926580,approved,Refund
c0c337cc716dbb68c20a1578acb509f6,cb6439bfc0e9fafdf0e5c18a18e1eff9,dc81ebf118705e6ca9b8c3214ad51be5,Late delivery,2024-05-03 15:25:32.220883,2024-05-08 09:13:57.283576,approved,Replacement
