payment_id,order_id,payment_method,payment_value,payment_installments,payment_status
8d9750afd45213bc393e99ed84560b1e,61e71850132016ed7c7d1f34a64b67f2,Credit Card,26152.12,1,approved
aa4569234d1a7092d2ba72c739e8acde,dad2a22f81856a0afd07696bbbd6537f,UPI,1097.64,1,approved
45059d81e420bc1c2bd40a69985cf2a8,0704a69f80473b86af541d8be5a2bb4e,UPI,3111.26,1,approved
d122c6211d3055e4a10dd3867f2abf4e,4d0b7251536ed1447fa92feb18cc6a68,NetBanking,705.99,1,approved
6fd522019d00eda664f4c86edc404283,41ad8845ca0ab98d8e5ac95d5a10fa4c,Debit Card,2220.99,1,approved
ec639fbbc66056d854ed176540d086e0,f23bc5eb626505bbb063202bbe189297,COD,16161.03,1,approved
5ecc83ed5e25feffcd85d8fa9b36a1e5,8cc6e528334d6d1b9e049609c4b1f149,COD,9874.53,1,approved
b331a9eeb90e8bc7b4cb38e8075ca29d,597e71f770d0f79cf3ff4ad3dfab1472,UPI,1456.94,1,approved
1e5d293ad3ba4f7790f062abd81e294f,82356b1a75d847a908abff2ce0bb1582,UPI,8951.49,1,approved
dd2464aee112b1c520f058830b3c5dba,29f82b76a7582596fd559865ed83731b,UPI,2564.6,1,approved
1fd1bdb6a7b0b7581dba537b969aa99c,98a1e83a72639d7423050abd0d84a09e,UPI,22719.2,1,approved
c46da88785c531bcfa7fe3e72522bbf7,a14634a13ae78720ccdedd17674e88a2,UPI,3794.13,1,approved
da301cac28ca0f3377b10667ad800125,cc807682588c13a121031c5c1c2b801b,UPI,2850.27,1,approved
562df3353f0ccb95adc7cd8a03ea00cf,e18fc259fa8016a5d194abfb45b00892,UPI,22441.69,1,approved
4cd4d4e8ee9747c1bbc36e37d5806079,fb58cd672af5465d17a62306888f3632,UPI,2039.57,1,approved
dc6f6ef9b5a0445752d2082339bb9b89,bcbddc5a0677209dd5ad7d9943c5dd54,COD,40960.36,1,approved
d688739c9a79b0e390d95574bf21ad84,83a51c87535eab3abecfbb139bd1974a,UPI,8193.37,1,approved
ce30ccebc4ffcbfc15b87625d3a46b63,082f0e2bf30cf6889422f5c417b22d2b,Debit Card,24206.88,1,approved
84252c3a6129dca498b580df285e9319,a885da0148de320efe2f043b556e5f2a,UPI,25227.15,1,approved
23250a8d42378b66e375c950de4fb0d0,1a5910fb667eac3c90fed7a71dfa1eb2,EMI,18335.41,9,approved
9a7b62d1a925a018ff536fcc1a6e1389,2bedda3ec1b25f251ec8aa318cf42fe1,UPI,12129.09,1,approved
b97d8b4936a9f0e710ee28a67cff215b,591ba16a96f0e70161ec43a54208ec6d,UPI,138399.0,1,approved
177a89077f4cb92947144000d3c3d7f4,e4f8af621751e7e6a827a20960f48019,UPI,6027.76,1,approved
622a8041a4723829ef6eb6ec19b8e33b,30d81e0010b001e887a89e6a0c5727e1,UPI,2205.2,1,approved
a0c5ccdec2435119d087c4e55e5c9695,3ebfe56873db898c118875059568516f,Credit Card,3263.21,1,approved
44829620003621367734b47c07694cce,e7b4d1772fe2af035d57bba6cb8b2f62,NetBanking,413.09,1,approved
b32b52a2903f8f23ee0e201244420a2b,202f5a8b7316da0431a44f2ee5533c8a,EMI,123071.47,9,approved
ab42ad7dc13e440c5e825d9e44bd76ad,84524d6b2a5978790d66afb4b65268b0,COD,10254.07,1,approved
2ccaa5c86703d430882a51e93fb63ca7,61d817a0b7a97fbc9e71cedf2ba50d36,UPI,740.15,1,approved
3201c222a8ba0e7c47e7a437581d69a2,5eedd1ebb4854d78367435ed533a6ba3,COD,7906.99,1,approved
c33e623bf8d69376b9be4a800afae9a6,27b6736448db3d0b7f4f361f596e339f,COD,5264.62,1,approved
61f61caeeb7cf925a3da24ae04e211b6,1bddcaaa1050ff224a1a44eb12470554,COD,10066.75,1,approved
70ded64346f5ab037c9f7063ef20e5b8,677beec41f30f5c5bd2270b26dc222ea,NetBanking,841.56,1,approved
e5abb830d3ef856cb1dccd3b49eacd09,48f076cd235b102a35a0e968e72e0f92,UPI,4562.87,1,approved
ca12ca33731d6a80d2bd47393725f87a,c07a7380450f008609632b33accbabf8,UPI,9827.61,1,approved
20b1aee58f2b9eac411db1cfe764c391,a53beaabbf240fce9923155973c30eaa,Debit Card,9397.29,1,approved
e83d650c97de93c546f0b4313aa5af45,b58884d365d7e44895b594eabb82c1d5,COD,1198.03,1,approved
a8282662322f7cb9b328a69014574384,cc8f04d944ae3be5af26690fdb2c3974,UPI,3114.44,1,approved
e1e13604f54fccd47b9d210502fd4bc5,c50ccde7319d634593b7bd41b463d9aa,UPI,2914.73,1,approved
6d9f8e142ffa4256db9f3039ec68c25c,d39c993dc55558461b45610164d975f5,UPI,2052.44,1,approved
1dd167742f02d47f89e8ee3158dba3e4,1831b697ad7d697aa98deea80e9194bb,UPI,3452.25,1,approved
1a554b777b89d8d9646b196a84a274e6,457b4469de6b6b0adae748e7eb2ac554,Credit Card,31836.4,1,approved
4e9ee2e7c41f23a1d473edf2c75f71fd,025d008989d328144ae7cd666ce03416,NetBanking,1211.1,1,approved
f2b3b1ea3c9925555772d96c193a7325,4aece9543900c5d25413f053a4b8ff3c,NetBanking,1211.1,1,approved
3db1b11d986900653ffa312e71460a6f,703359d488d995c6946075bc152b81c0,Debit Card,4078.5,1,approved
3ed20fad55778fd5b939596bf356d5d4,7c225ebcd270df9b1b347f5e795807d1,Debit Card,23782.16,1,approved
7638df40848dcb2c740d83c7f3177095,11df74b32592c549a5fef52604ada5a8,Debit Card,14488.24,1,approved
87a623ab640611f0d75e9cda30effca0,200e431f0c027a86e60ddbfbaf8307be,UPI,9423.29,1,approved
80ba47e45f528eb30c551eccc7481d25,cc3bc04f8bf504f6a3d5ace508f6d37d,UPI,6116.83,1,approved
c338a9f6cc47f69376336ceb4879d97a,dda1d105653cffe38461dbd43563def9,Debit Card,38343.52,1,approved
e6fcca6b2fcf4a463fa9e37f28614127,05abcaeffc28027e0d37fb03e14c2965,Credit Card,1787.49,1,approved
ebc7d811722c3bb7717c267b74695f1f,d2aaa6630154f84cf7d9eace7c9131cf,UPI,22862.55,1,approved
2491e4a14ee49df4532f46a957787419,95892501289bede9b0a00b4eaaf2fc2c,NetBanking,21906.86,1,approved
b6c224a0e33996bc1c49aaee5552bfa4,b7141b4268352e10d6983b22429f4c4b,UPI,45941.8,1,approved
e3c97f8868d212a5bd4ed8b2cf7b6371,357fa80559fb074aa9f42721929e2708,COD,5017.24,1,approved
5a870c45135714fdbbc2a6e1efb66350,084daa58d102ce44b11f36f965fc27eb,UPI,3442.56,1,approved
97e2da8f48473bcdaf420316b05a602c,243427d32390ca0418433a1fdebcbf21,Wallet,24121.52,1,approved
bc2037f8e748091af9934eab6d0c838f,c6dfd081da49c6122555d7d064c674e8,EMI,55568.05,9,approved
90eb4f65226bf64435708e8a84daabe2,612d0aa627482c8ccb074983b2bd9cff,COD,5489.41,1,approved
54b360b4555f2951c58dc32845a32a3b,c7e5a40f983498b533402e9f53476673,NetBanking,18997.83,1,approved
258d9ce75ec848aa1ddfb02f13cfbc4d,f5768dd841fe9327a7c972eac7ab2bb6,Debit Card,12674.9,1,approved
cb9c60529a243d26424f7e033ccc5140,6c6454641a6f115ff830a0abeb2c41da,Debit Card,3204.59,1,approved
48b186b2dd407199a275e47b23533f0c,f3ca8104b94a64054ed544cb9c7fbd68,UPI,3596.05,1,approved
dcb55eb7a5d6adf6d5384abf915dd25e,040499755c1d7c02e211ad434cbde499,UPI,11875.29,1,approved
e5fc07d69807d1431147006d625a73f5,7b6512e01b2872207476c768d322b2bc,UPI,6273.22,1,approved
84c11b19569e7eb7780ceb546fe02661,ec32cbd200774c7d3d18aa6b8aec6ed5,NetBanking,3610.16,1,approved
3487c3eb6092665c6e470655a5d7914e,0fcc12f334fe90c4756f9fab778f22b1,UPI,26460.99,1,approved
9b253ce5cc708a543901bd4e4f4f82d9,ce54cdaa1f8445845056af1f29ad2de5,UPI,11378.73,1,approved
d8808306f75966e29e0387dd923cdf52,ec165dbfdee58158a95e2e85e2d92913,UPI,15281.7,1,approved
43592f7e2497e8ece28c7cb0da4f2c32,652fe6b7ff3b4269720912deb7976e39,NetBanking,29751.09,1,approved
4400c2143fc0ff56a00bbe902a8de21f,1afbc6c3c20aec78473e59e9e401bf68,COD,1925.29,1,approved
e053677dc8b35b09cfb213d78f5c8e45,8848c59e0f7ec4c92d84e21cbe99f4f0,NetBanking,2953.61,1,approved
c27006d587bdcb79010e598d746bced2,7dbe11bbc73222cd1ca2822cef8299ce,UPI,4410.0,1,approved
909c5c682218d3cbd3fc1ce26c6fa803,afa299fd847fd257f1d6276b39916493,Credit Card,3363.58,1,approved
a94e1f041fa43be9e268c43e5025b859,d88d79cab66ce9f545b9ab2503fd9257,NetBanking,3147.96,1,approved
fea8b9fdd4a62b0b58ec5cb81a8ffaef,24db71a9a2daaaf1c6913c2b4e9b96f4,UPI,16845.1,1,approved
f3eb25600a9f03ce90b0062aaf6661fc,f98bd6ae20ae34104175346b80d7bf21,COD,47572.33,1,approved
f09cda9ff756b57890c7a70118121ea6,e905705a2ba0ab46cefa953280071969,Credit Card,969.35,1,approved
e1ce13e6cab0572fd3240a5c556c3348,e4176bd413edfd576c3eb044baa04071,UPI,24506.44,1,approved
b8c831dbfe45f462bff5f85857e1ad6e,d0d49a862b08ccd33a56793132f9b252,COD,2685.92,1,approved
f932fca5102b491c0c6a5decccbc11d0,10b518b56636d16d626836be263e1571,Debit Card,8044.31,1,approved
ad1519af05b24254121ffe6932c36081,4ee1781dba9b88dcbf0f96af7839a122,UPI,411.0,1,approved
85bde120d74c679dc5829f759537fad6,594e28a98ec756b76549d35f50213ea3,COD,7224.32,1,approved
b6162a71f784dfd6cd6dcfdb0f5770c4,4d03fd9da4a455a45db389b06d45edab,UPI,32511.17,1,approved
8322d933db82314fb0c3b64a8aaac7b1,d686e3a57bc4e25190930cb2490f5326,UPI,7205.19,1,approved
ecb109742ab717cdabc994664b0bc51b,e3b8e3e35b0439cb4392a744c998b912,EMI,28547.69,12,approved
4e3adc53226bca068a256ea5fe392e65,ea090128be9916af4d20df0842975419,UPI,4751.11,1,approved
0cd695f6f74caf7c03c91f5d9c0538c5,c45e4bed8e2c4a833873a7969fc80655,UPI,3785.96,1,approved
58932dccbf469b22f63332427264451a,113779464d97206e585659a9d39398ff,COD,5175.92,1,approved
a152ab693d07aa54c1c57bd79f8c99e0,f5d90186e069e9d064a40b70448349fd,UPI,1881.67,1,approved
df0981a9d37f7183d3eaef75179323c9,c14588855c925c2e79714f0701bfdd20,UPI,27832.1,1,approved
057f0167b0a60f8a15b3c5f97acdad0b,9e31e3aa6834e1f40b2719fafc1ff9c3,UPI,2390.38,1,approved
da5f8e55ef5cd999ddcb8970f9162faa,fca67c6e595df3b7e9db3410dc4f2b5a,UPI,3288.16,1,approved
d5b7b293dac59c2d75cf3923a3a62c77,a303093b61245bf98aadf78e0f6a64f0,UPI,33863.31,1,approved
1f76c676c7ac1346e4cca7c3e43a9f33,dd3185cae2c5b5bbdf247e2fadf0d413,EMI,30154.4,3,approved
f690891ba42a55eab402a7adc7ae1857,1bedff2c996961d48128c5ee8e487528,Credit Card,664.96,1,approved
4edd9a62377545f416683f31b426dcae,f0e8725b1b16e2dd783402600922b76f,NetBanking,8408.86,1,failed
477ead08bc9f6677e435e1abec1a0183,09b53d342c59696b1b29ba79d45d6768,EMI,23360.78,9,approved
2f6dac1ffc2400ae39872356c47c1a20,c5220770e0e3bad82353796ed8b55623,COD,5332.66,1,approved
b8a4e8828fe8d7c272f65b5368c20485,50d0acfa22779899a6b47fe13d2902ed,UPI,131860.44,1,approved
051871280ff5129786d928e1ad0dcd43,40924b82a0eff87d698e51ee97a7bdb8,UPI,25739.28,1,approved
877a9ee3281a6fcfe36954f9927a2aff,8e384010047af2a0fba52e89b3a3a30e,Debit Card,12582.73,1,approved
fdc01a5c42c24e2819ff12100fc58e00,fec4b529729985f551df0fb5cedf8e34,Debit Card,4137.79,1,refunded
a50524c227d97880228f19d657b47b86,39f2bb52735591f74260318239967a8c,UPI,983.83,1,approved
9fb0f0099d341f97477b9956f8efa2d6,3ada61b57e10a9418f46686ba0ec756b,NetBanking,9460.67,1,approved
5ebb176a631a2c076f8eb3d827d33431,75d6115f0e016f501e718a700bc187c9,COD,12792.88,1,approved
20819c6efd4761f599e82ed444ad596f,d2b2fa745b887c16df743100d7796705,UPI,29935.95,1,failed
78fe7c0909ccca083562413903f9b4dd,d99c291772e878addfd52fe0faa9df66,UPI,19414.07,1,approved
fcf901fe9751bedaea3c23334096ff93,82e5a5fdcfdb60f7a724bb2deedbdbdd,UPI,4912.8,1,approved
c471c38cc6a28fd83d529a172bb2f2e9,659ca8bfa5f4b9b43424c15afad4bfa4,NetBanking,72049.0,1,approved
7ee10ecd7c200535efd3295d45917fb1,ae10c17921e66b89cc5240378d148f46,COD,3331.54,1,approved
5928d2695db33bc456b18629576a240d,a5fcaa1e402ad128ce6f105a3c5f632f,NetBanking,510.75,1,approved
8b494993f1f57c6328efe78b5141dc09,fb9e31e03488c1622586b0b1c049992e,Debit Card,2287.7,1,approved
d335d3d582d7870732483cbd0478d075,3161cf280715262bd131bbecbef04bcf,UPI,33268.46,1,approved
06b31b695d653cc98cd45205a9bb02d1,3c7f07f1b9025d5086ba4c588bd7f947,Wallet,31632.21,1,approved
6e949f207c7ca0424f43d15794cbc60c,eaddfdc9fe5127fcff2d04e7ba0ac708,UPI,2812.21,1,approved
66d0576d60414b720a7cc0891d41b351,9fd82b78408af89990891686eff55c96,UPI,5467.3,1,approved
6f025461b75f96665fdf1d63c6bee521,e83300b1630c673a88028d96b707d8aa,NetBanking,3287.0,1,approved
07eb8c18bf18fb0caafa9f8a4478c28a,a2f110ab27d9d595a41db46ef8fd535b,NetBanking,19919.97,1,refunded
0d1ed4ad2e775d7450f6c256e823fff5,7a1702229dc854c29d08e2cf0d8f6cfc,Credit Card,6493.55,1,approved
3b87e674fe0e2e57e2785f438439a475,4c02296316aa21365d6ebe9b91f1aa99,Credit Card,5164.96,1,approved
62580a449cc5e973208b45345ea9bfab,eed90265d01d250e5ac9153ff5ec089a,COD,8569.75,1,approved
85277377322c0d63a58b9ea8ee1c7da4,65ed480b2b4af18572287dc401940c3e,NetBanking,30388.36,1,approved
9951cbfb5c53770649b3798e0775d037,04cac660aa4a5f1e493c6b85d72292fc,UPI,37483.06,1,approved
cc8d55884fb2cd9a6d33cab1caaf4ad8,6fd4c473caa5a0564cf28bf4a6856b3d,Debit Card,24644.2,1,approved
eeea64e2954edea7f06dd42727882fbb,2c4578671f07192219d92f8e185aa006,UPI,25283.26,1,approved
97c2807db4c0c669a61ba8869910a743,567cdaae30292a69d478a010f8fb28b4,UPI,1666.88,1,approved
2137b5ca4fd626c2872022ee6c198f3d,95d35e566559157ea43b05721c2c1f13,UPI,58712.59,1,approved
be3b9157b259c70898faafea2057dd6c,6921fa3982781023413d5eaf7d2aaf6a,COD,34816.15,1,approved
3352c03d18390af6004a2ab053a36240,53c714236ecda598f1ced7785d8b17ad,Credit Card,40454.22,1,approved
4bf8cbd21606860ca80822ccc2985bd6,b7a16ff7179e2cfc530049772b881f08,UPI,4429.46,1,approved
91746037d4c388c94ffe3012ae9a90c3,0ea17b11b79f74232cdbb104d032e2a4,Credit Card,1867.49,1,approved
4126f5f1bdc457c8574668c10c12aec7,e54f3cf3d71cffc0f47708b5d08cd151,COD,10939.07,1,approved
0a47c30255786b5c2eac1cb0dbc309cc,edf8a8b582b627843987b25e9d410e0e,UPI,1069.63,1,approved
fa13c12701d56efadfe2c382b80066e3,ec944a80f507096c6749f38edecf7e77,UPI,1853.96,1,approved
491847fd450757c37af39712aceeda12,7f2d5cc47ffdffe6ee5f67826a450a57,COD,33349.28,1,approved
8058c00c6b1fa1503fcb8cbbee298b1d,2c75854e75fd9fe19de75688ea3fc6f8,UPI,30393.48,1,approved
a67a2b5c5e7e8a8ae1b4185a28559a04,207a64ae81903b950336d30ec488f6bb,EMI,16663.55,12,approved
c0eacd5eaef4aa80033f0aefddfd0258,7330671537a49c6000eb080548697043,Credit Card,3331.0,1,approved
0f84bfd568b594be298c1d9aa1b23035,88b462b4f8c3b4200743a9a10028cba2,UPI,14006.22,1,failed
36875755bc0df3108af0d3d2661e8fd3,317d81358e0f6f921287cbf5e833c450,UPI,11661.3,1,approved
db9316f68f357c0d34ebc6f4a5bf41a8,2febcbb46c53c85c695ff18e569556a3,Credit Card,5721.09,1,approved
100be2b0660f5f5e7f35de2baa070116,8ba97f11985b1cb66a5deb927275e1ca,UPI,1117.31,1,approved
dd366794a9eaa583c35a80c1b1672d74,760b4650ca8def1def518d7da7ccdebe,NetBanking,98938.53,1,approved
076fa084ee80cc05d7832413fe91b7e2,c7044591cc40e0154c5c44a366327666,UPI,1518.35,1,approved
63755709aff23b1962f6d94edb17b33c,12b34bbb2c2272ee1d9b67db0d02f0ff,Credit Card,2369.28,1,approved
19087aaa65747fb49f6f0416332046da,c86faafb4523564d7691b6713cadce49,NetBanking,52157.9,1,approved
469977305c6bef1e3b0db75d69d332cd,c887ab0aa8b236ef44a84d93e120ad2e,COD,6883.32,1,approved
f52e01d346c5b351e399d0658535bb88,f830d686b6a8bfc73033b9db32fba8c7,Credit Card,30578.06,1,approved
06afe27769099aaa4e03aee64566b6a4,7c640d5b8f1393ec351d42c49e8a7772,COD,21400.34,1,failed
22bec371e58a33e22d6734f74fc688c4,d9d166c9df7a19fea482f2083f1ce79b,EMI,45150.47,12,approved
6319c444d1ab07c5b89d4faebdedad95,cb1553ac87ef64df6fafbe7a7e3dd057,UPI,20860.07,1,approved
fbd75bc1d2948ef488f672a1cd02df23,ba4ed2333650b769229ab96aa54993d4,Debit Card,336.45,1,approved
763322394f3976d4c327780bad555b39,3ff82a06efe4893338f2c52105cd83ed,NetBanking,92560.66,1,approved
2f1240a93290c9b54c6bae6cbed51050,388a7162f2d2662c9a571ca870b69dfe,UPI,88941.82,1,approved
74f847d6e818ac7f3b6658ad92a7ccca,707b087b52e9c32eb31fc879b244b09f,UPI,8865.26,1,approved
8a5f3982c28f6e9eb353d53b9874b854,29a296dda64dd823b5332c8ff909b50a,UPI,1527.94,1,approved
e867a82ab62280f640d3bb9c9161a8dc,c088f281792fca03e2cb5f6ba8dcc17e,UPI,11102.52,1,approved
65f55093473a5da55109bffa7410a8e7,c9f581ad41ffcd176b068c050663db38,Debit Card,2318.66,1,approved
1cdf15242bc9bd4224780b265d52380b,ee8f0c4f69f4040ed9d613619d86da11,COD,940.62,1,approved
149affe1a504581a5b698bf57962a05d,8778fd08766a299508172c8e0a2a7dcb,EMI,88555.7,6,approved
21f25ec86e459cf791ec6fbc2125e1c3,ce7fc4f720a5880d80987f5b4b1fee22,UPI,6437.29,1,approved
f7c28d3b3c6d2e776652951ecf3d9983,5d089dedb515bfc0192afe1408cb20af,EMI,28142.17,9,approved
986f33446f81baf415ac157f89495dc2,7881222cd59d81f275e7b6dd89c5334f,Debit Card,3960.19,1,approved
2fecc02bca9870cd9f342e7906e05589,ac9db583136f59a8a517aebc5525f5f7,Credit Card,352.49,1,approved
87583db7f1bf641e144145239257df98,25e0dab9937871d8991ae6119c5f421f,Wallet,13019.9,1,approved
2fafceb8070884e723bb2b90ca02f247,6e806bf37e853dceb1109355571a91a5,COD,2917.8,1,approved
6c1a67a230c5661662f85e10c4da6b6e,6fed4190499998e22c2bcb33c55b5097,Wallet,96847.64,1,approved
093c42ecc1b27d037553db1a258c95e5,9ea10d2b51e96406d85f94c489a8af90,COD,53349.0,1,approved
d97fce8e20ed2268ce12ad27099cc2a9,3ab88c63f091463895bf8f9c86cbf334,UPI,24541.94,1,approved
37c56ebea094f23922ff1026fdcd861c,2279ebb1268423866224d9056b806157,UPI,2367.75,1,approved
49e76d8323c62d89aa1ea9b479abda30,e7f4f22c96ad718ff3e0b8c5c674f76c,UPI,2667.35,1,approved
330bf8616aa1d12ba5daa6899a686f0f,11281e93e6a87da3ad67510230e5d8bf,UPI,12186.34,1,approved
769ee8af3142b939450bac801f0db6b3,e8520fbba3d914f7376da66a6f4caff8,COD,10773.59,1,approved
1085a49daac18dba6dd336a3cb9841d7,a6c35843de1af9672eb816c168cc537f,EMI,32327.89,9,approved
0897fc111c618ffbc26921ee3a47517c,88f0ce909f506a731c699c1a4c79a85b,UPI,20197.08,1,approved
fe94fdd43dd19571a85c5d3ca214b4d9,57bf9ed8cbdb10675533bdc312b43b4e,UPI,5476.25,1,approved
2d2e9fcdd881b69d6c327057d362ae64,dc94cfc3f66a255c1765724fc6226e51,EMI,48730.69,3,approved
882e1e902fe2dd7d16627a17d8f5dd02,4ab3211a21aadf0abf3dba983a404fff,Debit Card,591.95,1,approved
1f385c6d193cfdded8cedc46e7d97460,a11eb4b2c141c63639c96f47c6caa3db,NetBanking,3530.7,1,approved
34cff982e3260bf1d0cd68f282a125ae,441d20abada86b7e25d08f4fa0334938,Wallet,16952.18,1,approved
48d714fd8e5ba84be9c61e3d331493e9,858fd73521d7e0e2a8edad7e57fdc68f,EMI,72649.0,6,approved
d2f647383dabbc9240b159ad6d8158d8,836512fb918320b245ea86a54cb0bf39,EMI,43107.32,12,approved
f4ffd026efa76ab36f899f4fcb14fe21,29ec50ca0c1c8c0ada3b7604929a4f16,EMI,19671.03,6,approved
135dbaca740bacdacbe6bef6b7268559,19674b52d06a0f1e0c112162ac176d4c,Credit Card,50886.93,1,approved
1e1b2305f314626e86e2061311f54f74,0b5bdcdab6172b3f5594e9feae89ec6b,COD,2022.44,1,approved
7d48fa03b230cc46b7afc133cbba18c5,82dfdf7ebd5101ef79cbb1ed52505ff0,COD,1723.02,1,approved
d0d3b959e3f3afa3a72ca44d596fa1f7,16a7b12ce20c391425174e4f57529d48,UPI,25607.49,1,approved
fdca433e5b05931389736ec119e1904f,0d2aaea8b4d41a290390ee3c0b934ccc,Credit Card,5484.55,1,approved
2073301671ec953ebf355bd8a51efae6,0e9ef5b722b187c037ffd4827270a917,COD,14931.78,1,approved
0260d12a5e62a4d1ca97a39b53e82fc5,fb7fef148d39db8f2bb2edd6fa9e38b5,Debit Card,142135.47,1,approved
0e4a6bffcc0830a72600b2aa2231f0d6,7074c38c1fcdca80ced51fbc13fe2936,EMI,16045.67,9,approved
a13885f23d99df3ed79d6950e7ccb2ed,3d89bf4b457e1cb5da2ed584b25d9e92,UPI,25870.94,1,failed
16a22883020ab97c572f71c30971465e,c2cf1855693888a586dc442aa6e23df6,UPI,3067.14,1,approved
a96e5f5dabdea10154815e251d5d8035,2d777c6caff7f601e9311ae9fa7a6ba7,EMI,21749.17,9,approved
a462b009f716d1397a2748f61336bb55,686bb939d0d3fa10e1fc1932e8d2540b,UPI,122609.0,1,approved
0e393264068e99d1a9646f520d7e3732,012381e51ab403750c1f3e106e9aec25,COD,1335.03,1,approved
703156a76522c94ef3645571a79ff3e4,6fc263bba338a2a1a253dddc4bd66b32,COD,893.94,1,approved
9b7497c641d586d1d8150b6535f6c900,72bac36c4900a03c98730a61de7eea19,UPI,1614.01,1,approved
29e84958950a838aa088eff06e450799,3d2bda7af88918d8acc82afe4aeefca1,COD,18147.18,1,approved
4ecd0899d89b93859ece623a2e94684e,3b7bb617269e52a684bcd350c65a12bf,EMI,45606.94,9,approved
1923a7bfb9c5e352a35782618251f4c2,e2cefb7887d8884d537303b618fe00fb,EMI,35385.45,3,approved
1653d8f4d26e599634542e8f6a20a9ce,32c12763a66fe852f933035b23b30ca8,Credit Card,2322.71,1,approved
a65bfba11f05276521f64f6d85949ae0,6a70caf0207ac4f0c670e45911984211,UPI,18590.96,1,approved
bb093d53ea54d2cb5f0e6af4bb8cf89c,791845789da3f7aae2c9d9a12315e31a,UPI,896.57,1,approved
36cb5008cb13b4bcf5f94bdfa58dceba,e0eb339be78b2f034a674a096dc46d3c,UPI,46641.65,1,approved
e2178ef5bebbb6f8cc06f5ac43111047,db2e3fb573f13b36a3bd61d3964e4f23,UPI,6906.71,1,approved
d6fa941df21106147b73c57dca1ae911,504ca278e6591e7b284601955abe6761,COD,16299.53,1,approved
e8cbbd8cc90d667ded2229f42595234c,2ee5ce24e42e36ba3dbba1a8774002a8,EMI,47370.63,12,approved
20fad0900b9f8645788b2c74258705e0,a2798bf03348dbe2b5b742b6d9aa3a6f,COD,6408.04,1,approved
9602a54c6d24ec88f53fb44eb24a2fe3,727ad5637ebaa2676bf22c31ebb16b14,Debit Card,1583.57,1,approved
5d8e27218420f3d5dd9e06c23f4e9811,89b72d1375f39c01735cf40865b5d25f,UPI,1716.23,1,approved
dc72f323306506292cc4d9d815f61574,93dbe2ca9284808a16a603d7e8cb8254,Credit Card,2272.71,1,approved
c0481281f465880c1a76ce2f4a68cb38,2dafa8152600b7deefb365cdfa0985cf,UPI,8899.56,1,approved
caf9931304a37c13db7c12654631147b,cc5cac91690e8fc102cfc37137d95b0d,COD,19237.32,1,approved
2cb33f7174062b0b3bd09ce1a9863f5d,358c93681316a4b5ca8335c4e4816df4,UPI,2413.94,1,approved
e77dc97061d6e3d3aac6a8143c4ce1db,672aed12616eba5bf723b12d1c09e48b,Wallet,2413.94,1,approved
930b16873bec8f4d33272a6a54ecd43c,34ac6aefa0b7c3bfc505ed2fe029cede,COD,3255.38,1,approved
c80094d71a8441bee0ec3d83fa57685d,0c96275e9d75a8b5f0eee5e76430bafa,UPI,1850.45,1,approved
9ee028dadbe590c3fcaaec70982d5fdc,d7ab925844f65ab4a4cbc26c0b325d82,UPI,3109.16,1,approved
